rtcDate,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,-103.03,364.26,-786.62,-46.39,-43.99,54.73,-30.45,49.20,-50.55,25.98,10.05,
01/01/2000,-423.83,250.00,-1229.49,15.74,15.91,-19.25,-31.65,54.60,-48.00,26.03,10.05,
01/01/2000,-147.46,249.02,-1070.31,124.16,85.66,-93.45,-33.60,49.80,-51.45,26.27,10.05,
01/01/2000,-16.60,-80.08,-779.30,54.18,12.90,-62.45,-33.30,44.40,-54.45,26.13,10.05,
01/01/2000,-139.16,-7.81,-968.26,0.40,-30.37,16.21,-32.55,41.25,-55.80,26.03,10.05,
01/01/2000,-209.96,-40.53,-890.14,17.77,-42.13,15.24,-33.00,40.65,-55.35,26.18,10.05,
01/01/2000,-146.00,-14.16,-870.12,-35.17,-29.19,42.87,-30.30,40.20,-55.50,26.27,10.05,
01/01/2000,-269.53,81.05,-935.55,-16.73,-9.97,59.11,-30.60,43.20,-52.20,25.98,10.05,
01/01/2000,-217.29,66.89,-770.02,27.51,72.78,7.76,-33.60,42.15,-50.70,25.94,10.05,
01/01/2000,-333.98,301.27,-562.99,-18.52,75.09,103.85,-35.85,40.95,-52.20,26.37,10.05,
01/01/2000,712.89,103.52,-704.59,45.32,78.06,-14.92,-38.85,38.25,-52.65,25.94,10.05,
01/01/2000,-258.30,-179.69,-1172.85,-17.47,216.54,-35.29,-44.40,38.25,-50.70,26.13,10.05,
01/01/2000,389.65,25.39,-1153.32,2.80,203.82,97.49,-51.00,41.70,-47.40,25.84,10.05,
01/01/2000,797.36,15.14,-607.91,43.92,7.71,66.64,-54.60,38.85,-44.40,25.98,10.05,
01/01/2000,846.68,2.44,-604.00,52.11,250.13,18.56,-58.95,36.90,-43.95,25.98,10.05,
01/01/2000,716.31,-256.84,-214.36,-101.80,-70.37,128.70,-62.70,30.60,-42.90,26.13,10.05,
01/01/2000,389.16,-436.04,-439.45,-80.78,-4.90,181.05,-63.60,23.85,-44.85,26.18,10.05,
01/01/2000,209.96,-574.71,-917.48,-127.16,56.79,168.79,-64.80,19.65,-46.80,26.13,10.05,
01/01/2000,218.75,-758.30,-962.40,34.36,-3.58,158.78,-61.35,15.45,-45.30,26.13,10.05,
01/01/2000,317.38,-798.34,-875.49,-16.50,-25.13,149.47,-57.30,9.60,-45.30,25.94,10.05,
01/01/2000,-18.55,-814.94,-704.59,-37.03,-0.90,111.54,-52.95,5.40,-45.30,26.13,10.05,
01/01/2000,65.92,-751.46,-1014.16,-48.53,77.59,22.25,-54.00,6.15,-46.35,26.32,10.04,
01/01/2000,166.99,-524.90,-730.96,-15.14,40.40,35.61,-55.65,5.85,-45.75,25.98,10.04,
01/01/2000,37.11,-569.82,-758.30,-38.96,12.50,57.11,-55.05,6.15,-45.60,25.84,10.04,
01/01/2000,44.92,-528.32,-779.30,14.50,1.32,32.11,-54.15,4.35,-47.70,25.94,10.04,
01/01/2000,12.21,-501.46,-818.85,12.34,2.89,18.27,-55.05,1.80,-46.35,26.18,10.04,
01/01/2000,88.87,-438.96,-695.80,5.73,2.82,10.04,-55.65,0.45,-45.45,25.84,10.04,
01/01/2000,8.30,-562.50,-809.08,7.84,-6.78,2.77,-54.30,1.80,-46.80,26.18,10.04,
01/01/2000,63.48,-637.21,-1029.79,18.24,-9.34,1.58,-54.00,0.30,-46.05,25.84,10.04,
01/01/2000,153.32,-604.00,-718.26,-49.98,-13.21,56.05,-53.40,-0.15,-46.50,26.27,10.04,
01/01/2000,88.38,-460.45,-781.25,-105.98,-48.76,80.18,-48.45,2.25,-48.60,26.03,10.04,
01/01/2000,-255.86,-237.30,-904.79,-59.11,-60.62,41.29,-42.30,3.15,-54.15,26.03,10.04,
01/01/2000,-161.13,-198.24,-918.46,-73.76,69.62,3.69,-41.10,5.40,-55.80,26.18,10.04,
01/01/2000,-87.89,-29.30,-706.54,21.26,81.15,12.76,-41.40,9.15,-57.00,26.13,10.04,
01/01/2000,-450.20,-27.34,-714.36,59.44,11.22,-15.19,-39.90,7.65,-57.00,26.18,10.04,
01/01/2000,-177.73,-147.46,-951.17,-20.32,104.80,20.14,-44.85,7.50,-57.45,26.03,10.04,
01/01/2000,135.25,-137.70,-1158.69,-22.09,17.82,23.55,-51.45,8.40,-55.50,26.03,10.04,
01/01/2000,198.73,-95.21,-877.93,10.63,2.60,2.87,-51.15,5.85,-54.15,25.84,10.04,
01/01/2000,131.35,-84.96,-693.85,-14.71,-40.89,-24.37,-52.95,6.45,-54.45,26.18,10.04,
01/01/2000,74.22,-143.07,-942.38,-23.94,-25.11,-7.32,-51.75,7.65,-55.20,25.98,10.04,
01/01/2000,-173.34,-140.14,-844.73,-41.70,-85.97,8.89,-49.05,7.80,-54.60,25.98,10.04,
01/01/2000,-18.55,41.50,-1001.46,-64.18,-153.77,15.76,-42.30,10.50,-57.45,26.03,10.04,
01/01/2000,-359.38,35.16,-885.74,-10.76,-154.63,-39.50,-32.10,13.80,-58.50,25.98,10.04,
01/01/2000,-564.94,151.86,-867.68,9.73,-91.76,145.52,-26.40,14.10,-57.45,25.94,10.04,
01/01/2000,-665.53,124.51,-814.94,50.56,7.66,-0.47,-22.95,15.45,-56.25,25.84,10.04,
01/01/2000,-359.86,115.72,-893.07,10.11,31.56,-26.68,-24.60,13.20,-57.15,26.03,10.04,
01/01/2000,-770.51,78.61,-566.89,5.05,11.05,-23.11,-26.40,12.45,-57.45,25.94,10.04,
01/01/2000,-540.04,-69.82,-614.26,48.51,-159.40,20.46,-29.85,11.85,-59.10,26.27,10.04,
01/01/2000,-594.73,-225.10,-750.00,39.94,-54.95,60.37,-29.85,6.90,-57.30,26.03,10.04,
01/01/2000,-549.80,-206.05,-861.82,0.05,-51.07,16.28,-29.55,6.45,-55.80,26.32,10.04,
01/01/2000,-492.68,-50.78,-818.85,-7.07,45.99,-4.31,-28.65,8.25,-55.35,26.18,10.04,
01/01/2000,-480.47,-65.43,-829.59,3.44,6.20,-9.11,-29.70,6.30,-56.40,26.18,10.04,
01/01/2000,-540.53,-104.00,-801.27,5.62,-15.14,1.78,-27.45,6.30,-56.10,26.13,10.04,
01/01/2000,-545.90,-138.18,-777.83,16.42,-26.56,-2.88,-28.05,7.65,-55.20,25.84,10.04,
01/01/2000,-589.36,-219.73,-840.33,1.80,15.32,3.17,-27.30,6.45,-55.20,25.98,10.04,
01/01/2000,-537.60,-126.46,-835.45,-12.37,21.37,8.46,-28.50,8.10,-54.45,25.79,10.04,
01/01/2000,-508.30,-52.73,-817.38,-17.37,-0.04,1.51,-28.95,7.80,-56.40,26.03,10.04,
01/01/2000,-494.63,-66.89,-878.42,-6.77,15.23,-9.55,-29.25,8.40,-56.25,25.94,10.04,
01/01/2000,-500.98,-73.73,-830.57,-3.75,25.13,-12.28,-28.80,8.40,-58.05,25.94,10.04,
01/01/2000,-551.76,-52.73,-740.72,8.42,-26.16,1.40,-28.20,9.45,-56.85,26.13,10.04,
01/01/2000,-370.61,-149.90,-1095.70,15.77,-39.50,-4.08,-29.55,8.40,-56.55,25.98,10.04,
01/01/2000,-243.16,13.67,-1064.45,-11.85,98.44,17.41,-36.00,10.20,-57.90,25.84,10.04,
01/01/2000,-151.37,-146.97,-1021.97,-5.38,26.76,-6.62,-41.25,10.50,-58.20,25.94,10.04,
01/01/2000,-171.39,-102.05,-1062.50,12.62,5.31,24.85,-41.55,10.20,-57.90,26.13,10.04,
01/01/2000,-187.50,20.02,-891.60,4.93,15.99,25.36,-40.35,8.40,-58.80,26.18,10.04,
01/01/2000,-58.11,-25.88,-997.07,0.82,25.50,-9.05,-41.70,8.85,-58.05,25.98,10.04,
01/01/2000,81.54,-143.07,-780.27,-0.67,10.78,-1.34,-47.10,9.75,-57.90,26.03,10.04,
01/01/2000,5.86,-108.89,-1047.85,1.55,11.58,10.27,-46.95,8.40,-57.30,26.13,10.04,
01/01/2000,71.29,-74.22,-1021.97,-2.35,49.59,-6.60,-46.65,8.10,-56.25,25.84,10.04,
01/01/2000,110.84,-45.90,-966.31,-6.05,10.10,-23.21,-48.00,8.40,-57.00,25.98,10.04,
01/01/2000,185.55,71.78,-791.50,-15.33,-27.49,-29.42,-49.20,8.85,-56.55,25.98,10.04,
01/01/2000,49.32,-14.16,-987.30,-21.50,-19.71,25.21,-47.10,10.50,-58.20,25.65,10.04,
01/01/2000,39.06,30.76,-1013.18,-16.63,2.73,-31.08,-46.20,11.85,-57.30,26.13,10.04,
01/01/2000,53.71,28.81,-1054.20,7.71,10.49,-15.70,-48.75,11.55,-57.75,25.94,10.04,
01/01/2000,93.75,-38.57,-982.42,12.55,-5.97,36.27,-48.75,11.55,-57.00,26.03,10.04,
01/01/2000,69.82,-211.91,-909.67,-15.93,-31.03,-2.06,-48.00,10.80,-57.30,25.94,10.04,
01/01/2000,59.57,14.65,-921.39,20.47,-0.38,-41.19,-48.60,9.75,-57.90,26.03,10.04,
01/01/2000,-22.95,-41.50,-1054.69,5.86,-45.86,2.03,-46.20,12.30,-57.75,25.98,10.04,
01/01/2000,-99.61,-37.60,-979.00,-6.49,-11.65,-1.64,-43.95,11.10,-58.50,25.94,10.04,
01/01/2000,-101.07,-37.11,-958.50,1.08,1.93,9.21,-44.40,10.35,-58.80,25.94,10.04,
01/01/2000,-82.03,-28.81,-983.40,-2.39,0.02,3.37,-43.65,10.80,-58.80,25.84,10.04,
01/01/2000,-116.21,-98.14,-969.24,17.06,-22.73,15.54,-42.00,9.75,-58.20,26.18,10.03,
01/01/2000,-146.00,-96.68,-886.23,-10.16,-22.17,12.60,-41.55,8.25,-58.65,25.98,10.03,
01/01/2000,-140.14,-29.79,-942.38,7.23,-39.75,23.79,-40.65,9.60,-58.50,26.27,10.03,
01/01/2000,-170.41,-69.82,-972.17,14.81,-52.50,28.57,-40.65,10.05,-58.05,25.94,10.03,
01/01/2000,-129.88,-85.94,-1005.37,13.05,-11.68,4.46,-39.30,9.45,-57.90,26.13,10.03,
01/01/2000,-168.95,-61.04,-963.38,-1.02,2.85,2.01,-38.85,7.20,-57.00,25.94,10.03,
01/01/2000,-133.30,-76.17,-841.80,-64.06,217.57,-14.71,-38.85,8.10,-57.75,25.94,10.03,
01/01/2000,-186.52,-105.96,-971.68,16.32,-8.35,-20.02,-40.80,9.75,-56.40,26.03,10.03,
01/01/2000,-65.92,-81.54,-1028.81,31.56,24.53,-9.28,-43.05,9.00,-57.45,25.79,10.03,
01/01/2000,23.44,-240.72,-1005.86,51.08,67.18,-19.19,-46.35,6.75,-54.60,26.13,10.03,
01/01/2000,91.80,-252.44,-948.73,15.50,53.84,10.94,-48.75,5.40,-53.70,25.79,10.03,
01/01/2000,115.72,-117.19,-1154.30,-46.95,19.75,20.76,-49.50,5.70,-51.90,26.18,10.03,
01/01/2000,204.10,-228.52,-912.11,10.35,25.07,-24.69,-49.80,8.70,-52.35,25.98,10.03,
01/01/2000,268.07,-123.54,-939.45,3.78,21.44,-4.18,-51.75,6.90,-53.25,25.98,10.03,
01/01/2000,294.92,-107.42,-958.01,-12.67,9.29,-9.06,-52.35,7.80,-52.35,25.94,10.03,
01/01/2000,312.50,-154.79,-925.29,-2.17,-6.80,0.34,-54.30,9.60,-52.65,25.79,10.03,
01/01/2000,322.27,-139.65,-930.66,-1.95,-7.06,-1.52,-53.85,7.50,-52.05,25.79,10.03,
01/01/2000,261.72,-174.80,-945.31,-0.43,-7.86,0.93,-53.40,6.30,-52.05,25.84,10.03,
01/01/2000,262.70,-181.15,-945.80,3.44,-8.58,-4.02,-53.10,8.25,-52.05,25.98,10.03,
01/01/2000,315.43,-136.72,-934.08,-2.67,4.53,1.01,-53.40,8.25,-51.60,25.98,10.03,
01/01/2000,302.73,-159.67,-906.74,5.30,-3.44,7.02,-53.25,7.65,-52.95,25.98,10.03,
01/01/2000,274.41,-139.16,-950.68,-3.57,-27.52,8.88,-52.35,6.30,-53.55,26.03,10.03,
01/01/2000,229.98,-120.12,-1017.09,-5.18,-34.35,2.20,-50.70,8.40,-53.25,25.98,10.03,
01/01/2000,142.58,-185.55,-1012.70,4.05,-42.14,22.87,-49.80,6.75,-53.85,25.98,10.03,
01/01/2000,2.93,-157.23,-894.04,-2.29,-74.61,-35.24,-48.30,7.80,-54.60,26.13,10.03,
01/01/2000,-39.06,-133.30,-1082.03,5.92,-42.57,-8.60,-46.20,8.10,-54.75,26.03,10.03,
01/01/2000,88.87,-71.78,-1030.76,-11.02,22.24,-21.05,-45.90,7.20,-55.20,25.79,10.03,
01/01/2000,79.59,-74.71,-899.41,3.60,53.40,-2.31,-46.65,8.10,-56.25,25.94,10.03,
01/01/2000,148.93,-182.13,-960.45,-9.12,-3.91,19.00,-48.00,6.90,-54.75,26.18,10.03,
01/01/2000,185.55,-184.57,-1063.48,1.22,21.45,4.85,-48.30,7.05,-56.85,25.98,10.03,
01/01/2000,35.16,67.87,-913.09,-19.59,8.68,-1.81,-48.00,6.45,-55.50,26.13,10.03,
01/01/2000,114.26,-98.63,-1052.73,1.41,10.60,1.98,-48.75,10.05,-56.25,26.03,10.03,
01/01/2000,133.79,-56.64,-966.31,5.27,5.33,7.46,-49.20,10.35,-55.50,26.13,10.03,
01/01/2000,98.63,-89.84,-987.30,-2.93,-0.29,1.66,-48.45,9.60,-56.25,25.98,10.03,
01/01/2000,97.17,-77.64,-960.45,4.28,1.72,2.16,-49.80,9.45,-55.65,25.98,10.03,
01/01/2000,107.91,-64.45,-979.49,-1.71,1.72,-3.44,-49.50,9.15,-55.80,25.65,10.03,
01/01/2000,118.16,-52.73,-973.14,-1.73,-1.05,-1.29,-48.30,9.45,-56.10,25.98,10.03,
01/01/2000,123.05,-69.82,-979.98,0.69,1.58,1.95,-49.20,9.15,-55.80,26.03,10.03,
01/01/2000,117.19,-75.68,-973.63,0.44,-1.50,-0.47,-49.35,8.25,-57.15,25.98,10.03,
01/01/2000,117.19,-84.47,-963.87,4.08,1.44,-1.92,-48.00,8.40,-55.50,25.98,10.03,
01/01/2000,142.09,-86.43,-987.79,0.45,-3.11,1.20,-48.60,7.80,-56.10,25.98,10.03,
01/01/2000,118.65,-78.12,-965.82,-3.06,-0.85,-1.79,-49.95,7.20,-54.75,25.98,10.03,
01/01/2000,146.00,-95.70,-961.91,-0.57,2.72,-0.90,-50.10,7.80,-56.10,26.32,10.03,
01/01/2000,125.00,-116.21,-981.93,-4.28,-0.34,-3.27,-50.85,7.50,-54.60,26.03,10.03,
01/01/2000,132.32,-83.50,-976.56,-1.78,-2.31,-0.88,-48.30,9.45,-55.35,25.94,10.03,
01/01/2000,148.93,-80.57,-970.70,1.98,-3.40,-1.40,-49.35,7.80,-57.15,25.94,10.03,
01/01/2000,115.23,-83.98,-957.03,1.94,-1.64,-0.47,-49.20,7.65,-54.75,25.98,10.03,
01/01/2000,133.30,-95.21,-962.89,-0.78,-2.53,-0.31,-49.20,7.65,-55.50,25.98,10.03,
01/01/2000,131.35,-95.70,-973.14,1.33,-2.02,2.46,-50.40,7.50,-54.15,25.94,10.03,
01/01/2000,132.32,-104.98,-977.05,-0.21,-0.60,0.16,-48.75,7.20,-55.50,25.98,10.03,
01/01/2000,110.35,-100.10,-959.47,-1.96,-1.55,-1.31,-49.20,6.90,-55.50,25.98,10.03,
01/01/2000,123.54,-93.26,-980.96,-0.15,0.06,-0.71,-48.75,8.10,-55.80,25.98,10.03,
01/01/2000,131.84,-89.84,-966.80,-2.15,0.11,-2.86,-48.75,10.05,-57.00,26.03,10.03,
01/01/2000,125.49,-109.38,-971.68,-0.26,-2.69,1.85,-48.60,7.05,-56.10,26.03,10.03,
01/01/2000,124.51,-86.43,-974.61,-0.01,-1.33,2.15,-49.20,8.40,-54.75,25.98,10.03,
01/01/2000,124.51,-86.43,-977.54,-0.70,-1.37,-1.69,-49.50,8.10,-55.50,25.74,10.03,
01/01/2000,122.07,-122.56,-978.52,2.61,-1.87,1.20,-49.50,6.90,-54.75,25.94,10.03,
01/01/2000,126.95,-117.68,-1009.77,11.18,-1.76,3.37,-49.20,6.90,-57.30,25.50,10.03,
01/01/2000,101.07,-169.43,-1025.88,85.58,-14.98,31.79,-48.45,3.75,-53.70,25.98,10.03,
01/01/2000,21.48,-345.21,-962.40,63.75,-22.74,19.37,-45.60,0.15,-51.60,26.03,10.03,
01/01/2000,-78.12,-400.39,-873.05,97.63,-14.66,16.79,-46.05,-4.80,-46.50,25.94,10.03,
01/01/2000,18.55,-581.54,-712.40,150.41,-8.72,34.73,-45.30,-9.00,-40.65,25.94,10.03,
01/01/2000,-18.07,-742.68,-458.98,153.49,-20.73,35.34,-43.65,-11.55,-30.30,25.98,10.03,
01/01/2000,-0.98,-1078.61,-226.07,125.89,-38.99,21.28,-43.05,-10.50,-17.70,26.18,10.03,
01/01/2000,-60.55,-920.41,-53.22,108.14,-34.93,2.88,-43.50,-7.80,-12.60,25.94,10.03,
01/01/2000,-66.89,-985.84,240.72,92.01,-8.97,-0.95,-44.40,-4.20,-4.65,25.98,10.03,
01/01/2000,-62.01,-1024.41,318.36,16.84,-13.51,-8.66,-44.70,-0.75,-2.55,25.98,10.03,
01/01/2000,-19.53,-1017.58,292.48,-7.05,-4.80,-11.08,-43.65,1.50,-1.80,26.03,10.03,
01/01/2000,-11.23,-966.80,276.37,-12.42,-2.12,-8.65,-44.85,-0.15,-3.75,26.03,10.03,
01/01/2000,-7.81,-958.98,264.16,-6.13,-2.89,1.05,-43.80,-2.10,-1.95,26.32,10.03,
01/01/2000,3.91,-955.57,268.07,-7.97,-0.86,-4.78,-44.55,-1.35,-3.00,26.13,10.03,
01/01/2000,3.91,-991.70,276.37,-1.88,0.88,0.24,-45.15,-1.80,-2.55,26.13,10.03,
01/01/2000,42.97,-981.93,237.79,-0.74,-3.24,-2.53,-45.30,-2.10,-2.70,26.13,10.03,
01/01/2000,30.27,-987.30,244.14,0.10,-0.76,-0.89,-43.50,-0.45,-2.25,25.84,10.03,
01/01/2000,16.60,-1001.95,241.70,-0.23,-0.98,-1.52,-45.45,-1.05,-3.15,26.03,10.03,
01/01/2000,19.04,-1000.00,255.86,-0.94,-2.34,4.17,-45.15,-1.80,-3.90,25.98,10.03,
01/01/2000,28.32,-999.51,245.61,-6.30,-0.13,1.11,-45.45,-1.50,-2.85,25.98,10.03,
01/01/2000,3.91,-984.86,249.51,-7.64,-0.54,-0.88,-44.85,-1.35,-4.50,25.94,10.03,
01/01/2000,9.28,-1029.30,230.47,-23.01,-0.21,5.83,-43.95,-2.25,-4.35,26.03,10.03,
01/01/2000,-3.91,-1029.79,167.97,-50.03,-1.60,-2.93,-43.65,-2.70,-5.40,25.94,10.03,
01/01/2000,-36.62,-1020.51,66.41,-54.44,-4.89,7.51,-44.85,-5.55,-8.85,26.13,10.03,
01/01/2000,-10.25,-1030.27,-11.23,-67.13,-8.32,14.04,-44.25,-7.50,-10.65,26.13,10.03,
01/01/2000,10.74,-1065.43,-143.07,-94.82,10.37,2.88,-44.40,-9.15,-16.35,25.79,10.03,
01/01/2000,113.28,-955.57,-332.52,-132.27,4.07,-31.17,-44.70,-9.15,-22.95,26.03,10.03,
01/01/2000,101.07,-803.71,-528.32,-130.53,11.95,-32.08,-46.35,-9.00,-31.50,25.84,10.03,
01/01/2000,112.79,-550.78,-718.26,-149.97,10.01,-43.48,-46.65,-7.65,-39.75,26.18,10.03,
01/01/2000,139.65,-436.04,-932.13,-102.86,23.31,-31.18,-50.10,-1.65,-48.75,25.98,10.03,
01/01/2000,146.00,-307.13,-1017.58,-85.23,-9.93,2.36,-50.85,2.85,-51.60,26.03,10.03,
01/01/2000,73.73,-21.00,-944.82,-87.31,-27.18,32.21,-49.80,6.30,-54.90,26.13,10.03,
01/01/2000,77.15,-118.65,-978.03,21.21,21.56,23.82,-49.35,7.80,-56.85,26.03,10.03,
01/01/2000,53.22,-113.28,-995.61,0.47,-23.46,-28.73,-47.55,7.05,-54.15,26.03,10.03,
01/01/2000,84.47,-134.28,-936.52,-15.66,-5.92,0.24,-48.00,6.90,-55.20,25.94,10.03,
01/01/2000,116.70,-19.04,-1044.43,6.83,17.59,7.82,-47.85,8.25,-56.40,26.03,10.03,
01/01/2000,92.29,-16.11,-1007.81,-0.38,-0.21,1.53,-47.55,8.70,-55.65,25.84,10.03,
01/01/2000,112.30,-49.80,-996.09,6.56,-8.45,-12.27,-47.85,6.30,-56.85,26.03,10.03,
01/01/2000,43.95,-57.13,-990.23,5.19,-15.25,-12.18,-47.40,6.15,-55.20,25.98,10.03,
01/01/2000,62.50,-94.73,-985.35,1.16,-2.79,-3.85,-48.30,7.05,-56.85,25.94,10.03,
01/01/2000,74.71,-93.26,-1009.28,1.14,-5.08,1.37,-48.45,8.40,-55.80,26.03,10.03,
01/01/2000,54.20,-103.03,-965.33,-4.08,-5.05,-1.91,-47.70,7.20,-55.50,26.13,10.03,
01/01/2000,49.32,-105.47,-969.24,2.20,-5.23,3.21,-48.00,7.65,-55.20,25.98,10.03,
01/01/2000,60.55,-97.17,-966.31,5.51,-4.06,5.53,-47.55,7.05,-55.65,25.84,10.03,
01/01/2000,58.59,-112.79,-968.26,-0.98,0.46,3.08,-46.80,6.75,-54.60,26.03,10.03,
01/01/2000,41.02,-88.87,-969.73,-2.15,2.88,2.05,-47.40,7.20,-55.80,25.65,10.03,
01/01/2000,47.85,-108.89,-978.03,-0.56,0.89,-0.60,-46.20,6.45,-54.75,26.03,10.03,
01/01/2000,-102.05,-133.79,-1252.93,28.22,22.35,-36.71,-47.40,6.90,-55.20,26.03,10.02,
01/01/2000,539.55,-397.95,-442.38,-58.47,-74.35,73.83,-46.65,5.40,-54.45,25.98,10.02,
01/01/2000,-426.27,150.88,294.43,-25.15,89.66,-60.20,-45.15,3.45,-57.00,26.13,10.02,
01/01/2000,800.78,-531.25,-2000.00,19.27,34.59,-5.89,-51.15,12.15,-54.15,26.03,10.02,
01/01/2000,85.94,-96.19,-812.50,-32.66,-68.34,0.21,-51.75,12.75,-54.00,25.98,10.02,
01/01/2000,101.56,-116.21,-858.40,-7.93,-8.22,-4.31,-49.80,10.50,-54.15,26.27,10.02,
01/01/2000,113.77,-195.80,-991.70,-14.24,-18.21,-13.20,-51.60,12.45,-53.85,26.03,10.02,
01/01/2000,152.34,-117.68,-960.45,-13.06,-18.60,1.00,-50.25,11.55,-56.55,25.65,10.02,
01/01/2000,114.26,-114.75,-966.31,-5.42,4.38,-0.27,-50.40,11.40,-54.15,25.94,10.02,
01/01/2000,102.05,-104.98,-957.52,-1.48,2.18,1.65,-49.80,10.50,-56.10,25.94,10.02,
01/01/2000,142.09,-105.47,-976.07,-1.87,1.15,1.63,-48.75,11.55,-55.80,25.98,10.02,
01/01/2000,139.65,-104.49,-974.12,-1.08,-2.90,-1.02,-50.10,10.20,-53.85,25.79,10.02,
01/01/2000,141.60,-109.86,-965.33,-0.21,1.85,-0.40,-48.30,11.70,-54.90,25.98,10.02,
01/01/2000,142.09,-114.26,-979.98,2.04,-0.56,2.38,-49.05,10.20,-54.90,25.84,10.02,
01/01/2000,145.51,-127.44,-959.47,0.37,2.45,-0.32,-50.25,11.10,-54.45,25.98,10.02,
01/01/2000,128.42,-107.91,-965.33,-2.00,-1.73,0.82,-50.40,11.40,-55.35,25.98,10.02,
01/01/2000,117.68,-84.47,-950.68,-2.67,-0.55,-2.48,-49.50,10.05,-54.45,25.65,10.02,
01/01/2000,140.14,-103.03,-965.33,-1.73,-2.50,-4.08,-49.80,9.75,-54.15,26.03,10.02,
01/01/2000,134.77,-101.56,-964.36,-3.29,-3.47,-1.47,-48.75,11.55,-56.25,25.79,10.02,
01/01/2000,125.98,-108.40,-958.01,0.86,-2.07,0.36,-49.95,10.80,-55.50,25.94,10.02,
01/01/2000,149.41,-119.14,-980.96,-1.61,-3.66,1.54,-49.80,11.70,-55.65,25.98,10.02,
01/01/2000,136.72,-94.24,-975.59,0.89,-2.95,2.76,-50.25,11.10,-54.45,26.18,10.02,
01/01/2000,146.48,-98.14,-967.77,0.32,-1.82,-0.13,-50.70,11.85,-55.80,25.84,10.02,
01/01/2000,134.28,-95.70,-966.80,-1.98,0.02,1.56,-49.35,10.50,-55.65,25.98,10.02,
01/01/2000,141.11,-84.47,-990.23,-3.01,-6.47,-0.78,-50.40,11.70,-55.35,25.94,10.02,
01/01/2000,150.88,-99.12,-981.45,-0.75,-1.33,-1.53,-51.60,9.75,-54.60,25.84,10.02,
01/01/2000,124.02,-95.70,-942.87,-2.19,0.49,-0.63,-49.95,10.35,-54.75,26.03,10.02,
01/01/2000,128.42,-72.27,-948.73,2.01,-2.77,3.04,-49.50,11.55,-54.45,25.94,10.02,
01/01/2000,122.56,-104.00,-984.86,-1.72,-24.90,9.41,-49.35,11.40,-54.90,26.18,10.02,
01/01/2000,7.32,-166.50,-806.64,3.03,-5.56,47.60,-46.35,12.15,-56.40,25.94,10.02,
01/01/2000,142.09,-40.53,-977.05,-2.31,-6.03,7.73,-47.70,10.35,-55.50,25.98,10.02,
01/01/2000,91.31,-104.98,-1006.84,-7.74,5.02,-1.48,-48.60,12.90,-56.85,25.84,10.02,
01/01/2000,54.20,-126.46,-984.38,1.95,-26.96,7.73,-48.00,10.35,-56.25,25.98,10.02,
01/01/2000,99.61,-54.69,-998.54,-2.00,1.37,5.45,-47.70,11.85,-56.25,26.03,10.02,
01/01/2000,127.44,-39.55,-1017.09,-3.07,-1.83,4.95,-48.45,10.35,-57.00,25.84,10.02,
01/01/2000,43.95,-93.75,-1036.13,-0.11,-12.66,3.09,-47.10,10.20,-56.40,26.13,10.02,
01/01/2000,12.70,-62.50,-1032.71,-0.39,-20.88,7.47,-46.80,9.75,-57.45,25.84,10.02,
01/01/2000,-17.09,-53.22,-1017.09,-3.31,-22.03,-1.05,-44.85,7.50,-58.20,25.98,10.02,
01/01/2000,-10.25,-40.04,-975.59,-2.38,-12.74,2.51,-44.40,7.65,-58.80,25.94,10.02,
01/01/2000,-45.41,-34.18,-946.78,-2.05,-14.08,7.60,-43.05,7.05,-58.65,25.84,10.02,
01/01/2000,-34.18,-4.39,-940.43,-3.42,-9.05,7.00,-43.20,7.20,-58.50,26.03,10.02,
01/01/2000,-173.34,-31.74,-934.08,0.67,-28.24,-2.34,-39.00,7.05,-58.20,25.98,10.02,
01/01/2000,-171.88,-75.68,-941.89,-7.23,-7.36,-5.45,-38.85,8.10,-58.80,25.98,10.02,
01/01/2000,-197.27,12.21,-895.02,8.29,-39.81,2.12,-36.45,6.75,-58.65,25.98,10.02,
01/01/2000,-348.14,-93.75,-875.00,19.37,-111.83,-0.46,-32.70,7.05,-58.20,25.98,10.02,
01/01/2000,-486.82,-152.34,-823.24,9.48,-137.27,19.74,-29.70,5.10,-55.65,25.79,10.02,
01/01/2000,-527.83,-9.77,-687.50,-24.27,-66.57,19.23,-22.20,6.45,-54.00,25.98,10.02,
01/01/2000,-659.18,-63.96,-798.83,-0.85,-3.46,-3.27,-21.45,7.20,-53.25,25.98,10.02,
01/01/2000,-696.78,-26.86,-778.81,13.02,-14.61,3.00,-19.50,7.20,-51.45,26.13,10.02,
01/01/2000,-712.89,-13.67,-704.59,2.43,22.52,-3.15,-19.35,8.25,-50.55,25.94,10.02,
01/01/2000,-700.68,-60.06,-690.92,-3.02,-9.65,-4.92,-19.05,7.80,-52.35,25.94,10.02,
01/01/2000,-760.25,-36.13,-655.76,-0.83,-7.20,-5.88,-17.85,8.25,-51.30,26.18,10.02,
01/01/2000,-767.09,5.86,-608.89,0.79,8.12,-6.07,-17.55,8.25,-49.05,25.94,10.02,
01/01/2000,-698.24,-23.93,-729.00,3.95,39.40,-12.15,-18.45,6.45,-51.90,26.13,10.02,
01/01/2000,-709.96,-22.46,-726.07,8.21,8.39,-0.87,-19.05,7.50,-51.60,25.84,10.02,
